@relation RNA
@attribute Feature1 real
@attribute Feature2 real
@attribute Feature3 real
@attribute Feature4 real
@attribute Feature5 real
@attribute Feature6 real
@attribute Feature7 real
@attribute Feature8 real
@attribute Feature9 real
@attribute Feature10 real
@attribute Feature11 real
@attribute Feature12 real
@attribute Feature13 real
@attribute Feature14 real
@attribute Feature15 real
@attribute Feature16 real
@attribute Feature17 real
@attribute Feature18 real
@attribute Feature19 real
@attribute class1 {0,1}
@attribute class2 {0,1}
@attribute class3 {0,1}
@attribute class4 {0,1}
@attribute class37 {0,1}
@attribute class5 {0,1}
@attribute class16 {0,1}
@attribute class7 {0,1}
@attribute class9 {0,1}
@attribute class12 {0,1}
@attribute class17 {0,1}
@attribute class23 {0,1}
@attribute class8 {0,1}
@attribute class24 {0,1}
@attribute class32 {0,1}
@attribute class34 {0,1}
@attribute class35 {0,1}
@attribute class38 {0,1}
@attribute class39 {0,1}
@data
0.01848203,0.02234338,0.0229432,0.01743234,0.02841658,0.02762932,0.02605478,0.01761978,0.02440527,0.0276668,0.02710447,0.02118123,0.00985958,0.02208096,0.02425532,0.01454569,0.2493968,0.20589523,0.19268724,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.01871842,0.02245464,0.02301507,0.01767228,0.0285073,0.02757325,0.0260414,0.01778437,0.02450955,0.02761061,0.02701282,0.02099751,0.01008777,0.02226783,0.02406121,0.01397343,0.2490882,0.20602689,0.19259744,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.0189058,0.02351856,0.02098479,0.01806122,0.02741667,0.02839119,0.02767654,0.01773637,0.02403831,0.02819629,0.02598736,0.01884084,0.01104463,0.0211797,0.0224141,0.01240896,0.25317905,0.20390935,0.19611027,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.02570323,0.02034068,0.01793678,0.02200492,0.02533339,0.02644289,0.02755238,0.01664238,0.02108034,0.02736746,0.02385407,0.02034068,0.01386865,0.02200492,0.02311441,0.01719712,0.25377112,0.20382009,0.19162449,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.02719255,0.02332762,0.03602668,0.01877252,0.03630275,0.03354208,0.01946269,0.02498402,0.02733059,0.03533651,0.01739219,0.01476956,0.01449349,0.02208532,0.02180926,0.01973876,0.23850459,0.19811792,0.1708109,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.02703544,0.02453216,0.03517111,0.01839912,0.03855054,0.03504594,0.01877461,0.02540831,0.02565864,0.03604726,0.01702232,0.01439387,0.01389321,0.02215404,0.02202888,0.02015142,0.23810219,0.19950025,0.16813069,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.02808054,0.01936589,0.02614395,0.02775778,0.02872607,0.01904312,0.02323907,0.02097971,0.03066266,0.0284033,0.02453013,0.01387889,0.01387889,0.02485289,0.0238846,0.02453013,0.2355119,0.19970349,0.186827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.03719777,0.02132067,0.02404246,0.0303933,0.02948604,0.01678436,0.02018659,0.02154749,0.02721788,0.02540335,0.02222793,0.01610391,0.01905252,0.02426928,0.02449609,0.02993967,0.2320602,0.19185856,0.18641194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.02994187,0.0190806,0.02671285,0.02788704,0.02818058,0.0190806,0.02230963,0.02142899,0.03140961,0.02788704,0.02495156,0.01467739,0.01409029,0.02465801,0.02524511,0.02377737,0.2333586,0.19961066,0.18571221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.02356936,0.02213086,0.02379067,0.0193645,0.02578245,0.02843815,0.02511852,0.0205817,0.02666768,0.02888077,0.02412263,0.01781534,0.0128359,0.02036039,0.0244546,0.01737272,0.24770874,0.20450664,0.18649838,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.02338892,0.02183705,0.02405401,0.01939839,0.02549503,0.02882047,0.02516248,0.02039602,0.02693605,0.02882047,0.02394316,0.01795737,0.01285836,0.02028517,0.0244974,0.01784652,0.24727993,0.20440878,0.18661443,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.02323849,0.02189781,0.02402056,0.01932817,0.02547297,0.02860122,0.02513779,0.02055713,0.02692537,0.02882467,0.02413228,0.01798749,0.01284821,0.02033368,0.02457918,0.01754059,0.24767465,0.20449539,0.18640433,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.04345313,0.02414063,0.02521354,0.03004167,0.02932639,0.02092188,0.01770313,0.01967014,0.02646528,0.02521354,0.01752431,0.01877604,0.02360417,0.01734549,0.0275382,0.03147223,0.23462231,0.18543613,0.18153179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.05041755,0.02336769,0.02379255,0.03441423,0.02846609,0.01926064,0.01628657,0.01996875,0.02577527,0.02251795,0.01572008,0.0196855,0.02733311,0.01883577,0.0278996,0.03455585,0.22889075,0.18279893,0.18001312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.04290339,0.02412165,0.02467405,0.0307505,0.02946156,0.02099136,0.01786107,0.01933415,0.02614713,0.02504232,0.01786107,0.01859761,0.02393752,0.0174928,0.02725194,0.03167118,0.23504803,0.18526263,0.18159003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.02340089,0.02301087,0.02002076,0.0210608,0.02756104,0.01963074,0.02535096,0.02210084,0.0210608,0.02925111,0.02132081,0.0185907,0.01534058,0.02288087,0.02353089,0.02249085,0.2567118,0.20140153,0.18528318,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.02097156,0.02172593,0.02066981,0.02066981,0.02640304,0.02082068,0.02504517,0.02323467,0.02142418,0.02926965,0.02293292,0.01931194,0.01508745,0.02383817,0.0242908,0.0218768,0.25652861,0.1995908,0.18630801,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.02340089,0.02301087,0.02002076,0.0210608,0.02756104,0.01963074,0.02535096,0.02210084,0.0210608,0.02925111,0.02132081,0.0185907,0.01534058,0.02288087,0.02353089,0.02249085,0.2567118,0.20140153,0.18528318,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.02729948,0.02361622,0.02047461,0.02491619,0.0277328,0.01863298,0.02350788,0.02296623,0.02177458,0.02729948,0.01874131,0.01819965,0.0193913,0.02329122,0.02329122,0.02719115,0.25147849,0.19699683,0.18319839,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.03351137,0.02533786,0.02742665,0.02188683,0.04304712,0.02315826,0.0233399,0.01507557,0.01680109,0.03850629,0.01780008,0.01380414,0.01480312,0.01770926,0.01834498,0.01498476,0.25808509,0.20727863,0.16909901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.03351137,0.02533786,0.02742665,0.02188683,0.04304712,0.02315826,0.0233399,0.01507557,0.01680109,0.03850629,0.01780008,0.01380414,0.01480312,0.01770926,0.01834498,0.01498476,0.25808509,0.20727863,0.16909901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.04827823,0.02519373,0.03491969,0.0295294,0.03515405,0.02038935,0.01042903,0.0265999,0.03386507,0.02085807,0.02202987,0.02038935,0.02062371,0.02613118,0.02976376,0.02976376,0.21380442,0.17813697,0.17414047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.03553117,0.02022814,0.02568094,0.03095785,0.02831939,0.02603273,0.00844305,0.03447578,0.02357018,0.02057993,0.02515325,0.02515325,0.02515325,0.03025426,0.03517937,0.04362242,0.20884596,0.17502684,0.17779223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.04577055,0.02594614,0.02872227,0.02893582,0.03868786,0.02327678,0.01943291,0.01551785,0.02537667,0.03135603,0.0174042,0.0128485,0.01953968,0.01637205,0.02142603,0.02306323,0.23892134,0.20213852,0.16526357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.04410684,0.02544906,0.02873517,0.02877168,0.03822836,0.02296623,0.01978966,0.01562726,0.02522999,0.03165615,0.01756241,0.01310791,0.01946105,0.01657658,0.02146922,0.02307576,0.24024197,0.20266153,0.16528317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.04955949,0.02513939,0.0289157,0.03053411,0.03751128,0.02201046,0.01895345,0.01506925,0.02560694,0.03060604,0.01693942,0.01298329,0.02147098,0.01578855,0.02132713,0.0244201,0.2374761,0.19897593,0.16671239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.04590003,0.02504324,0.0290411,0.02938055,0.037678,0.02274258,0.01938588,0.0153503,0.02560897,0.03137948,0.01761324,0.01312507,0.02017791,0.01602918,0.02168654,0.02349689,0.2391128,0.20116035,0.16608789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.03122796,0.02506455,0.02794081,0.02095561,0.03684352,0.02287311,0.02287311,0.01657273,0.02328401,0.03163886,0.01931203,0.01739452,0.01383344,0.01958596,0.02150346,0.01972292,0.24774662,0.20764675,0.17398003,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.032661,0.02345573,0.02310168,0.02681919,0.03186439,0.02513746,0.0232787,0.01761392,0.02460639,0.0276158,0.01867607,0.01805649,0.01690583,0.02159697,0.02389829,0.02230507,0.2439869,0.1997701,0.17865002,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.02960828,0.02527958,0.02493329,0.02233607,0.03462957,0.02545273,0.0235481,0.01714163,0.0238944,0.0282231,0.02008515,0.01869997,0.01402497,0.02181663,0.02233607,0.01939256,0.24713012,0.20190793,0.17955986,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.02957402,0.02317019,0.02724535,0.0196772,0.03283414,0.02456739,0.02410166,0.01606777,0.02456739,0.03108765,0.02386879,0.01828,0.01269121,0.0186293,0.02258803,0.01455414,0.2489464,0.20799426,0.1795551,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.0322466,0.02357422,0.02943723,0.0177112,0.03334591,0.02455139,0.02430709,0.01587901,0.02626143,0.03188016,0.02442924,0.01697832,0.0111153,0.01795549,0.02137558,0.01209247,0.2478981,0.21051321,0.17844805,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.03256173,0.02395847,0.02515639,0.02439407,0.03245283,0.02232493,0.02363176,0.01753324,0.02482968,0.02929467,0.01992909,0.01600861,0.01622642,0.0203647,0.02123591,0.02276054,0.2471204,0.20168131,0.17853523,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.03499275,0.0238787,0.02662971,0.02420882,0.03268191,0.02244818,0.02321846,0.01760642,0.0255293,0.02938071,0.01936706,0.01606586,0.01650602,0.02013734,0.0211277,0.02211806,0.24636667,0.20128462,0.17645171,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.03968899,0.02804113,0.02559652,0.02588412,0.03595017,0.02272051,0.0224329,0.01538667,0.02660312,0.02660312,0.01912549,0.01567427,0.01696848,0.01926929,0.0207073,0.01696848,0.24257445,0.19745937,0.18234562,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.03200106,0.02304076,0.02752091,0.02227274,0.03276908,0.02214473,0.02329677,0.0181766,0.02572885,0.03110503,0.02355278,0.01548851,0.01433647,0.02022467,0.02137671,0.01830461,0.24455515,0.20694644,0.17715812,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.04046352,0.02561299,0.02603014,0.02819932,0.03554116,0.02119121,0.02102435,0.01501739,0.02561299,0.02552956,0.01827116,0.01860488,0.01868831,0.02052377,0.02269295,0.02260952,0.23870092,0.19556081,0.18012506,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.03147689,0.02513539,0.02467419,0.02455889,0.03262989,0.02271409,0.02375179,0.0170644,0.02432829,0.02755669,0.01913979,0.01879389,0.0174103,0.02075399,0.02225289,0.02052339,0.24921852,0.19916211,0.17885457,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.02896851,0.02279653,0.02498659,0.02309517,0.03235315,0.02379201,0.02379201,0.0161268,0.02269698,0.0295658,0.02319472,0.01911325,0.01582816,0.01990963,0.02259743,0.01971054,0.24904874,0.20364857,0.1787754,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.03405276,0.02527726,0.02546803,0.02193875,0.03328967,0.02184337,0.02384647,0.01678791,0.02604034,0.02985578,0.01964949,0.01812332,0.01335402,0.01869563,0.02480033,0.01650176,0.2479613,0.20935101,0.1731628,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.03391295,0.02267109,0.02510682,0.02454473,0.03185194,0.0257626,0.02379527,0.01695647,0.02604364,0.02810465,0.01986062,0.01808066,0.01442705,0.02192163,0.02332686,0.01967326,0.24285651,0.20211925,0.17898401,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.03553038,0.02597824,0.0257997,0.02651388,0.03633383,0.0216039,0.02213953,0.01544411,0.02526406,0.02713878,0.01919355,0.01731883,0.01669392,0.02080045,0.02169317,0.02088972,0.24202353,0.19795323,0.18168721,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.02868416,0.02465549,0.02562237,0.01901534,0.03142366,0.02352746,0.02610581,0.01756502,0.02562237,0.02836187,0.02433319,0.01740387,0.01224717,0.02223828,0.01949878,0.01530896,0.24910318,0.2052723,0.18401072,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.03223944,0.0245478,0.02782083,0.01865632,0.03174848,0.02372954,0.02552971,0.01767441,0.02667527,0.02847544,0.02356588,0.01751076,0.0126012,0.02192936,0.01931093,0.01423772,0.24801341,0.20473801,0.18099548,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.02818438,0.02503333,0.02625874,0.01768088,0.03448648,0.02730909,0.02573356,0.01610536,0.02450816,0.03098531,0.02240746,0.01628042,0.00997832,0.02048182,0.01960652,0.01452984,0.24961951,0.2090665,0.18174433,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.03398192,0.0255523,0.02212776,0.02160091,0.03213794,0.02489373,0.02423517,0.01857151,0.02344489,0.02884512,0.01936179,0.0163324,0.01369814,0.02067892,0.02212776,0.02410345,0.24624242,0.20195241,0.18011147,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.02987069,0.02494357,0.02478959,0.01893863,0.03402795,0.02432768,0.02571343,0.01616713,0.02294192,0.03033261,0.02063233,0.0180148,0.01170192,0.0207863,0.02063233,0.01431945,0.25396416,0.20296841,0.1849271,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.03811799,0.02546975,0.02720239,0.02044511,0.03465272,0.02304406,0.02408364,0.01559372,0.02598954,0.02876176,0.01957879,0.01697983,0.01264824,0.02009858,0.02027184,0.01940552,0.24535675,0.20272728,0.17957247,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.03160633,0.02420582,0.02436,0.02250987,0.03237722,0.02528506,0.02482253,0.01649696,0.02528506,0.02821443,0.0189638,0.01880962,0.01341342,0.02112228,0.02328076,0.01865544,0.2483177,0.2036167,0.17865697,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.03511242,0.023845,0.02646533,0.02633432,0.03327819,0.02410704,0.02070061,0.01794926,0.02371399,0.02646533,0.01886638,0.01965247,0.01965247,0.02148671,0.02266585,0.02450008,0.24101476,0.19466611,0.17952367,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.03046473,0.02633023,0.02545981,0.02382777,0.03525205,0.02382777,0.02208693,0.01719081,0.02328376,0.02828868,0.01860525,0.01969327,0.01708201,0.01991088,0.02371897,0.01980208,0.24698417,0.19814315,0.18004766,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.02844029,0.02555064,0.02159637,0.02296516,0.03102577,0.02342142,0.02326933,0.0212922,0.02144428,0.02691942,0.01901089,0.01977133,0.01764211,0.02311724,0.02326933,0.02190055,0.24734531,0.19734379,0.1846746,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.04067015,0.0235702,0.03574044,0.02649722,0.02973235,0.01555942,0.01093781,0.02464858,0.03789719,0.02187561,0.0275756,0.02279994,0.01833238,0.01987292,0.03574044,0.03065667,0.2184488,0.17976429,0.17967999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.03816507,0.02402268,0.03002835,0.03303119,0.03545283,0.02053552,0.00668373,0.02692865,0.02450701,0.02169791,0.02286029,0.02595999,0.02721925,0.02334462,0.03535596,0.04136163,0.21406709,0.17549967,0.17327856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.04261447,0.02731697,0.03028281,0.0330145,0.03722912,0.02614624,0.00671217,0.02848769,0.02489746,0.02138528,0.01943407,0.02294625,0.02856574,0.02372674,0.03215597,0.03379499,0.21375518,0.17485566,0.17267869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.02939642,0.02261263,0.02572186,0.02176465,0.03165768,0.03137502,0.0161115,0.02911376,0.02770047,0.02459123,0.03533223,0.01978605,0.01102366,0.02967907,0.02996173,0.021482,0.22492659,0.1904577,0.17730575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.0485193,0.02066834,0.03034289,0.03107581,0.02975655,0.02110809,0.01143355,0.02682487,0.03048947,0.02374661,0.01861617,0.02140126,0.0219876,0.02360002,0.03371432,0.03767209,0.21733001,0.17459656,0.17711649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.04195106,0.02624099,0.02382406,0.03021167,0.03280124,0.02727682,0.0058697,0.03159277,0.02365142,0.02209768,0.02434197,0.02434197,0.0239967,0.0217524,0.04039732,0.03918885,0.21042227,0.17477961,0.1752615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.03681198,0.02663291,0.0294217,0.02635403,0.03430208,0.02719067,0.01045795,0.02733011,0.0248202,0.02035814,0.02077646,0.02468076,0.02342581,0.02509908,0.02984002,0.04071628,0.21571536,0.18433082,0.17173563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.03038435,0.02419318,0.02390743,0.02381218,0.02866987,0.0222882,0.02162146,0.02362169,0.02857462,0.0263839,0.02028798,0.01885925,0.0146683,0.02333594,0.02838412,0.01990698,0.24222916,0.19346295,0.18540843,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.04511026,0.03188829,0.0238514,0.03396232,0.03888816,0.02903649,0.00622211,0.029555,0.02229588,0.02151811,0.0176293,0.01918482,0.02877724,0.0209996,0.03292531,0.04588803,0.21041168,0.17009293,0.17176307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.05348427,0.02740736,0.03352745,0.032197,0.03352745,0.02022291,0.00904709,0.02501255,0.03858318,0.01862636,0.02740736,0.01649764,0.02128727,0.02128727,0.03113264,0.03060045,0.20727375,0.17630458,0.17657341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.04028129,0.02252415,0.03956623,0.02848292,0.03789778,0.02502683,0.00858063,0.03110478,0.03611015,0.02419261,0.02419261,0.0208557,0.01668456,0.03086643,0.03289241,0.02145157,0.21065608,0.17838064,0.17025265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.04920995,0.02578917,0.02631548,0.02741196,0.03201717,0.01657875,0.01828926,0.01881557,0.02482427,0.02377165,0.01714892,0.02013134,0.02267517,0.01956117,0.02412252,0.02692951,0.23627296,0.18914966,0.1809855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.04519542,0.02525626,0.02669188,0.0264792,0.03211533,0.0169084,0.01823768,0.01983281,0.02328893,0.0244587,0.01813134,0.02073672,0.02302308,0.02052404,0.02355479,0.02695774,0.23753327,0.1906779,0.18039653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.04935745,0.02565858,0.02693467,0.02743599,0.03203904,0.01668036,0.01818432,0.01909582,0.02511168,0.02392674,0.01736398,0.01996174,0.02287852,0.01973386,0.02388116,0.02602318,0.23583467,0.1893999,0.18049834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.049105,0.02531579,0.02646072,0.02790249,0.03159173,0.01666517,0.01831896,0.01857339,0.02531579,0.0237044,0.01674998,0.02039681,0.02277149,0.0194639,0.02463731,0.02718161,0.23633829,0.18897317,0.180534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.04933969,0.02567678,0.02682102,0.02741602,0.03208453,0.01670592,0.01826209,0.01894864,0.02499023,0.0239833,0.01739247,0.0199098,0.02283906,0.01963518,0.02380022,0.02599717,0.23607639,0.18954666,0.18057482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.0492707,0.02588329,0.02690014,0.02722368,0.03221546,0.01677792,0.01830319,0.01890405,0.02514377,0.02398827,0.01747122,0.01973601,0.02264788,0.01955113,0.02366473,0.02592951,0.23604668,0.18976313,0.18057924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.04894763,0.0257041,0.02631924,0.0274177,0.03176763,0.01665274,0.01827847,0.01893755,0.02500108,0.02381473,0.01709212,0.02021177,0.02267233,0.01946481,0.02442988,0.02693438,0.23626379,0.18891953,0.18117054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.04912489,0.02569677,0.02630756,0.02739825,0.03189191,0.01662219,0.01828004,0.01880358,0.02482421,0.02382077,0.01705847,0.02028692,0.02268645,0.01945799,0.02434431,0.02687472,0.23639936,0.1889343,0.18118732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.04536539,0.02530281,0.02605141,0.02650058,0.03204024,0.01676873,0.01826593,0.0194637,0.02295718,0.02425476,0.01766705,0.02121044,0.02285737,0.02026221,0.02410504,0.02784806,0.2379888,0.18996837,0.18112189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.03012781,0.02038058,0.02894633,0.02520497,0.03121084,0.02323583,0.02205435,0.02008521,0.02835559,0.02766639,0.02412194,0.0171315,0.01496545,0.02530343,0.0221528,0.02156206,0.24006635,0.19450964,0.18291893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.02738508,0.02091435,0.02934941,0.02022105,0.03166039,0.02542075,0.02414971,0.0201055,0.02934941,0.03004271,0.02611404,0.0155991,0.00947501,0.0250741,0.02149209,0.01594574,0.24396299,0.1985424,0.18519616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.02680295,0.02191487,0.02721029,0.02541799,0.0322613,0.02167047,0.02281102,0.01873762,0.02737322,0.02916552,0.02224074,0.01694533,0.01490863,0.02272955,0.02346276,0.02061138,0.2449112,0.1967277,0.18409746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.03006448,0.02071332,0.02845568,0.02393092,0.03127108,0.02342817,0.02262377,0.02031112,0.02815403,0.02815403,0.02372982,0.01719407,0.01367481,0.02533862,0.02242267,0.02031112,0.24146097,0.19535724,0.1834041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.03285287,0.02042206,0.0284133,0.02592713,0.03054429,0.02228668,0.02148755,0.02042206,0.02823571,0.02752538,0.02299701,0.01687039,0.01598248,0.02450647,0.02273064,0.02388493,0.23852873,0.19256305,0.18381928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.0328797,0.02070876,0.02806582,0.02488684,0.03069983,0.02252532,0.02198035,0.02061793,0.02815665,0.02797499,0.02261615,0.01680316,0.01480495,0.02461436,0.02288863,0.0227978,0.23964039,0.19318719,0.18415117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.02690034,0.02191274,0.02730916,0.02551035,0.03229676,0.02166745,0.02281214,0.01872395,0.02739092,0.02910797,0.02232156,0.01684337,0.01504457,0.02281214,0.02322096,0.02060452,0.24472816,0.19702886,0.18376407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.02748472,0.02255822,0.02765758,0.02463253,0.03275695,0.02195321,0.0228175,0.01866887,0.02696614,0.02929975,0.02307679,0.01676741,0.01512524,0.02229893,0.02255822,0.01832315,0.24538591,0.19750374,0.18416514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.02991858,0.02054409,0.02862211,0.02503188,0.03161397,0.02323677,0.02204002,0.02024491,0.02782428,0.02862211,0.02343622,0.01705359,0.01475983,0.0247327,0.02283785,0.02094301,0.24140881,0.19464889,0.18248035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.04034968,0.02505372,0.02716351,0.0309875,0.03322915,0.02676792,0.00580191,0.03362473,0.02347138,0.02122973,0.02175718,0.02531744,0.0265042,0.02637234,0.03705313,0.04166829,0.21127829,0.17275213,0.16961777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.02055497,0.01895329,0.01628381,0.0234914,0.02562698,0.0224236,0.02482613,0.02108887,0.01761855,0.02616087,0.02188971,0.02482613,0.01521602,0.02642782,0.02749561,0.02669477,0.24736584,0.20760761,0.18544803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.02050902,0.01917727,0.01651376,0.02343888,0.02583604,0.02237348,0.02477064,0.02104172,0.01784551,0.02610239,0.02184078,0.02477064,0.015182,0.02636874,0.02743415,0.02663509,0.24703251,0.20790005,0.18522733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.0398581,0.02989357,0.02171755,0.02555006,0.03398158,0.02273956,0.02299506,0.02044005,0.02631656,0.02529456,0.01839604,0.01379703,0.01686304,0.02222855,0.02069555,0.02018455,0.24011268,0.20146269,0.1774732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.03796421,0.02985949,0.02324775,0.02559385,0.03284544,0.02367431,0.02218134,0.02004851,0.024954,0.02303446,0.01706257,0.01684928,0.02090164,0.02218134,0.01962195,0.02218134,0.23834663,0.19884655,0.18060536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.03985341,0.03079582,0.02251459,0.02587884,0.0333837,0.02484369,0.02251459,0.02173822,0.0266552,0.02380853,0.0178564,0.01397457,0.01915034,0.02303217,0.01966792,0.01811519,0.23771537,0.20127038,0.17723107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.03507231,0.02779315,0.02183748,0.02646967,0.02878577,0.02514619,0.02216835,0.02349183,0.02547706,0.02448445,0.02018312,0.0158818,0.02183748,0.02216835,0.02216835,0.01919051,0.2390029,0.20577546,0.17306578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.03853692,0.03024078,0.02247987,0.02515605,0.03452266,0.02328272,0.02247987,0.02060655,0.02676175,0.02488843,0.01926846,0.01445135,0.01659229,0.02247987,0.02114178,0.01953608,0.23914023,0.20153584,0.1768985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
