@relation RNA
@attribute Feature1 real
@attribute Feature2 real
@attribute Feature3 real
@attribute Feature4 real
@attribute Feature5 real
@attribute Feature6 real
@attribute Feature7 real
@attribute Feature8 real
@attribute Feature9 real
@attribute Feature10 real
@attribute Feature11 real
@attribute Feature12 real
@attribute Feature13 real
@attribute Feature14 real
@attribute Feature15 real
@attribute Feature16 real
@attribute Feature17 real
@attribute Feature18 real
@attribute Feature19 real
@attribute class20 {0,1}
@attribute class19 {0,1}
@attribute class26 {0,1}
@data
0.01902441,0.01674148,0.01674148,0.02891711,0.0258732,0.02511223,0.0098927,0.03652688,0.01598051,0.02435125,0.03272199,0.02511223,0.01978539,0.03120004,0.03880981,0.0585952,0.20927798,0.18543418,0.17990192,1,1,0
0.02924163,0.02319164,0.02419997,0.0282333,0.03730829,0.03226662,0.00201666,0.03529162,0.02319164,0.02117497,0.03125829,0.0252083,0.01613331,0.03024996,0.04335828,0.06755825,0.19488247,0.18013279,0.15510201,1,1,0
0.03189688,0.03051006,0.03675076,0.02426937,0.04091122,0.02288255,0.00346705,0.03883099,0.03051006,0.02496278,0.02981665,0.01733526,0.02010891,0.02773642,0.03259029,0.03120347,0.20597303,0.17988049,0.17036375,1,1,0
0.06036715,0.02606763,0.02743961,0.04390338,0.03429952,0.02538164,0.00411594,0.02195169,0.02263768,0.01234783,0.02057971,0.02263768,0.04047343,0.02195169,0.02675362,0.05282126,0.19624844,0.17256302,0.16745905,1,1,0
0.03202968,0.01241967,0.04183469,0.02549301,0.02745401,0.04052736,0.00980501,0.03006868,0.03072235,0.02810768,0.02941502,0.02157101,0.02091734,0.02680035,0.02941502,0.03006868,0.21209904,0.18024995,0.17100145,1,1,0
0.04271275,0.02779718,0.03322102,0.02915314,0.04542467,0.033899,0.0033899,0.02508526,0.02305132,0.01898344,0.0271192,0.02508526,0.02101738,0.02779718,0.0305091,0.04135679,0.21019839,0.16228285,0.17191614,1,1,0
0.02389221,0.02776663,0.0400356,0.03034957,0.03551545,0.01485192,0.00258294,0.03164104,0.02970383,0.01356045,0.01549765,0.03616119,0.03293251,0.02841236,0.03680692,0.05424178,0.21731793,0.14825197,0.18047803,1,1,0
0.03931205,0.01448339,0.02620803,0.03793268,0.02000087,0.01517307,0.0048278,0.03517394,0.02827709,0.01517307,0.02344929,0.03379457,0.03034614,0.03034614,0.0462089,0.05931291,0.20643739,0.15943045,0.17411225,1,1,0
0.02064903,0.02452072,0.03355467,0.01677733,0.03484523,0.0361358,0.00580754,0.04000749,0.02581128,0.02774713,0.0361358,0.02323015,0.01419621,0.02839241,0.03742636,0.025166,0.21518638,0.17560868,0.1788018,1,1,0
0.02459135,0.02525598,0.01595115,0.03921323,0.03190229,0.02060356,0.00398779,0.03921323,0.02060356,0.02060356,0.0192743,0.02592061,0.0279145,0.02924377,0.04718881,0.05848753,0.2129754,0.15936032,0.17770905,1,1,0
0.02596771,0.01817739,0.02726609,0.03765317,0.03245963,0.01687901,0.00649193,0.03635479,0.02466932,0.02077416,0.01428224,0.03116125,0.02596771,0.0350564,0.04284671,0.05193541,0.21508004,0.16690739,0.17006966,1,1,0
0.03760195,0.0242182,0.02867945,0.02485552,0.02995409,0.0420632,0.00764785,0.03505266,0.02613017,0.02358088,0.02485552,0.02294356,0.02166892,0.02549285,0.03632731,0.0331407,0.21032152,0.17273394,0.1727317,1,1,0
0.04269427,0.02134714,0.01677275,0.05641743,0.0335455,0.02744632,0.00609918,0.01829754,0.01829754,0.01372316,0.01677275,0.0320207,0.04269427,0.02287193,0.03964468,0.03811988,0.2139908,0.16122169,0.17802246,1,1,0
0.04139961,0.01974443,0.03057202,0.03566735,0.03439352,0.01655984,0.00573225,0.02292901,0.02038134,0.01719676,0.02866127,0.02929818,0.03120893,0.0261136,0.03057202,0.0560487,0.2046832,0.17077165,0.17806632,1,1,0
0.04247055,0.01132548,0.03680781,0.03256076,0.02760586,0.01981959,0.00283137,0.03468428,0.03043723,0.02194312,0.03468428,0.02902154,0.02194312,0.03256076,0.04176271,0.04388624,0.19777864,0.16719756,0.17067909,1,1,0
0.04054209,0.02638453,0.03346331,0.02702806,0.03603741,0.01737518,0.00450468,0.03539389,0.02509748,0.02381043,0.03024569,0.02445396,0.02574101,0.02574101,0.03475036,0.02445396,0.21238637,0.18161234,0.17097823,1,1,0
0.01558027,0.02492844,0.04674082,0.02181238,0.0342766,0.0623211,0.00623211,0.0342766,0.03739266,0.02025436,0.02492844,0.01869633,0.02181238,0.02960252,0.02337041,0.04674082,0.1920058,0.16807642,0.17095153,1,1,0
0.05478272,0.01480614,0.03479443,0.0310929,0.02739136,0.02368983,0.00296123,0.02591075,0.0318332,0.01554645,0.04960057,0.02591075,0.0207286,0.02591075,0.03553474,0.04293781,0.18529131,0.17236903,0.17890745,1,1,0
0.0330231,0.02245571,0.01585109,0.02113479,0.02377663,0.0330231,0.01056739,0.0383068,0.01585109,0.01453017,0.02113479,0.03170218,0.01981386,0.03566495,0.03566495,0.07397175,0.20421755,0.17526908,0.17404101,1,1,0
0.03509643,0.02767219,0.03239671,0.03307164,0.03914602,0.03037191,0.00337466,0.03779616,0.0215978,0.01754822,0.0215978,0.02497246,0.03239671,0.03509643,0.02834712,0.04184574,0.2042901,0.16707906,0.16630286,1,1,0
0.04186404,0.01303962,0.04941329,0.02127517,0.02813812,0.0322559,0.00960814,0.02607924,0.03568738,0.02470665,0.03294219,0.02264776,0.01990258,0.02539294,0.02402035,0.02882442,0.20792011,0.18355609,0.17272602,1,1,0
0.02213926,0.01408862,0.03086078,0.02281014,0.0201266,0.0348861,0.00670887,0.02884812,0.03220255,0.0201266,0.04897472,0.03086078,0.01543039,0.02079748,0.04629117,0.03891142,0.20064329,0.18708347,0.17820965,1,1,0
0.05369602,0.01895154,0.03553413,0.04185131,0.03237554,0.02605836,0.00236894,0.01974118,0.03395484,0.01658259,0.0434306,0.02211013,0.0300066,0.01895154,0.03553413,0.03079625,0.18905621,0.1706046,0.1783955,1,1,0
0.03231378,0.0198854,0.04101365,0.01864257,0.02361392,0.01739973,0.00869986,0.02734243,0.03977081,0.02361392,0.03107094,0.02609959,0.01615689,0.01739973,0.03977081,0.02858527,0.2164569,0.17488288,0.19728091,1,1,0
0.05666107,0.02042434,0.03491903,0.03623673,0.03755443,0.04018983,0.00724735,0.01976549,0.02833053,0.01713009,0.02503629,0.01910664,0.02569514,0.02635398,0.02240089,0.04348407,0.19699812,0.16746429,0.17500171,1,1,0
0.03240148,0.02656922,0.05313843,0.02462513,0.03434557,0.02592119,0.00194409,0.03369754,0.0414739,0.01814483,0.0349936,0.02332907,0.02916133,0.02462513,0.02786528,0.02462513,0.20178729,0.1690232,0.1723286,1,1,0
0.03706458,0.02494731,0.02494731,0.03492624,0.02067063,0.02067063,0.0035639,0.03706458,0.02067063,0.01781951,0.03350068,0.02280897,0.0434796,0.01924507,0.03207512,0.05274575,0.20322716,0.17444216,0.17613017,1,1,0
0.02880364,0.03312418,0.02736346,0.02160273,0.04032509,0.03024382,0.01008127,0.03888491,0.02736346,0.01872237,0.01440182,0.02160273,0.01296164,0.03888491,0.03024382,0.04608582,0.20733883,0.17313228,0.17883322,1,1,0
0.0236099,0.01805463,0.02777635,0.0236099,0.02499872,0.04583098,0.00833291,0.04166453,0.0236099,0.02499872,0.03888689,0.01666581,0.02083226,0.0319428,0.02916517,0.04583098,0.2031203,0.1753479,0.17572138,1,1,0
0.04344625,0.03103304,0.03258469,0.03258469,0.04344625,0.03413634,0.00775826,0.03258469,0.02172313,0.01861982,0.01396487,0.02172313,0.03103304,0.03413634,0.02017147,0.02482643,0.21515961,0.17014536,0.17092259,1,1,0
0.05501538,0.03040324,0.0325749,0.04560486,0.03112712,0.01664939,0.00361943,0.03040324,0.02823158,0.01664939,0.01013441,0.01882105,0.0485004,0.01809716,0.02750769,0.05211983,0.20851231,0.16841513,0.15761348,1,1,0
0.03024289,0.0473367,0.03484507,0.02564071,0.05982833,0.02169599,0.00197236,0.0230109,0.0230109,0.01906617,0.02629817,0.02103853,0.02498326,0.01840872,0.02629817,0.02432581,0.22457994,0.14824553,0.19917185,1,1,0
0.02254916,0.04509832,0.0310051,0.02254916,0.05355426,0.03382374,0.00563729,0.0310051,0.02113984,0.0126839,0.03241442,0.02254916,0.02395848,0.0310051,0.01973052,0.02395848,0.22156468,0.16272644,0.18304686,1,1,0
0.04902326,0.02222388,0.02026295,0.04640868,0.03268217,0.01307287,0.00261457,0.02745302,0.01568744,0.01764837,0.00849736,0.02876031,0.04052589,0.02287752,0.03921861,0.07843721,0.2095676,0.15278726,0.17225102,1,1,0
0.02761,0.02415875,0.024849,0.0207075,0.0207075,0.03313199,0.011044,0.05660049,0.024849,0.0179465,0.0179465,0.01863675,0.02415875,0.04693699,0.024849,0.05521999,0.20080005,0.18093362,0.16891364,1,1,0
0.03812831,0.02859623,0.04575397,0.03526869,0.03908152,0.02287699,0.00190642,0.02954944,0.04194114,0.01715774,0.02668982,0.02192378,0.02764303,0.02573661,0.03336227,0.03431548,0.19833876,0.168542,0.16318779,1,1,0
0.04506861,0.02591445,0.03042131,0.03154803,0.03605489,0.03267474,0.00450686,0.04056175,0.02478773,0.01915416,0.0146473,0.02028087,0.02704117,0.0371816,0.02816788,0.04506861,0.1968988,0.1704712,0.16955004,1,1,0
0.03254724,0.02169816,0.02169816,0.03905669,0.03905669,0.03688687,0.00325472,0.0401416,0.02386798,0.01844344,0.0271227,0.02495288,0.01952834,0.04339632,0.0412265,0.03688687,0.19835506,0.17845227,0.15342752,1,1,0
0.04229,0.02602461,0.0368682,0.03578384,0.03903692,0.02277154,0.00433744,0.0184341,0.03253077,0.01409667,0.03903692,0.02494026,0.02819333,0.02168718,0.02927769,0.03144641,0.19549683,0.17349502,0.18425227,1,1,0
0.04229648,0.02731648,0.04229648,0.02555412,0.03084119,0.03172236,0.00264353,0.02996001,0.04582119,0.01586118,0.04582119,0.02026706,0.01850471,0.02026706,0.03612825,0.02114824,0.18640699,0.17954605,0.17759742,1,1,0
0.05395719,0.03069978,0.03163008,0.02883919,0.03721185,0.03256037,0.00558178,0.03256037,0.03256037,0.01581504,0.02697859,0.01860593,0.02046652,0.02976948,0.02976948,0.03069978,0.19627163,0.17798523,0.16803735,1,1,0
0.05341175,0.02608481,0.02981121,0.03229548,0.03602188,0.02856908,0.0037264,0.03477975,0.03353761,0.01863201,0.02235841,0.01242134,0.01987414,0.02981121,0.02981121,0.07080163,0.18220032,0.16612405,0.1697277,1,1,0
0.0303461,0.02635319,0.03992908,0.02395745,0.02954752,0.02395745,0.00239574,0.03753334,0.02395745,0.01916596,0.02874894,0.02635319,0.03673475,0.02395745,0.02715178,0.04551915,0.20853076,0.17198335,0.17387735,1,1,0
0.01848706,0.01331068,0.02810033,0.01478964,0.01331068,0.01626861,0.01626861,0.0251424,0.03179774,0.01774757,0.03697411,0.03771359,0.01109223,0.02366343,0.04362945,0.04141101,0.2218204,0.19124399,0.19722847,1,1,0
0.04850768,0.01957327,0.02042428,0.0357425,0.02638137,0.01702024,0.00425506,0.03659351,0.02297732,0.01787125,0.01702024,0.02978542,0.02553036,0.03063643,0.04595464,0.06637893,0.19761155,0.17298297,0.16475301,1,1,0
0.0485216,0.02456031,0.0335458,0.02276322,0.03294676,0.04013515,0.01257967,0.02456031,0.02396128,0.02096612,0.02575838,0.02036709,0.02396128,0.02515935,0.01916903,0.02635741,0.2099682,0.18347616,0.18124287,1,1,0
0.03610145,0.03008454,0.02707609,0.02306482,0.02306482,0.06217473,0.00701973,0.04813527,0.03108736,0.01604509,0.01203382,0.022062,0.02607327,0.033093,0.03509864,0.03710427,0.19484416,0.1683462,0.16749074,1,1,0
0.01722186,0.02678957,0.01785971,0.01488309,0.02572649,0.02806526,0.02487603,0.01998587,0.02253725,0.02572649,0.02657695,0.01871017,0.01148124,0.01807233,0.02402556,0.04124743,0.2489662,0.19504114,0.19220736,1,1,0
0.02627596,0.01885686,0.02689422,0.02256641,0.02658509,0.02751247,0.01947512,0.0234938,0.03214941,0.03214941,0.03214941,0.01700209,0.00989213,0.01854774,0.03462244,0.01669296,0.23897853,0.18734184,0.18881412,1,1,0
0.02570047,0.01481347,0.02802065,0.0101731,0.02712828,0.03872918,0.02123859,0.0269498,0.0189184,0.04158479,0.04122784,0.01356414,0.00696054,0.0189184,0.0248081,0.0094592,0.23818104,0.19699519,0.1966288,1,1,0
0.04679824,0.02140385,0.02394329,0.02140385,0.02865939,0.03446382,0.00834387,0.03664049,0.02285496,0.02394329,0.02793384,0.02285496,0.01559941,0.02829661,0.03700326,0.0442588,0.20337129,0.18049549,0.17173128,1,1,0
0.04708509,0.02498392,0.03555404,0.0192184,0.03026898,0.02786668,0.00864828,0.03651496,0.03411266,0.02258162,0.03555404,0.0192184,0.01585518,0.02738622,0.03171036,0.02354254,0.20214154,0.18703214,0.1707249,1,1,0
0.01653322,0.01142737,0.02771746,0.01142737,0.02297631,0.04461538,0.01385873,0.03027038,0.01835674,0.03379585,0.0498428,0.02419199,0.00936072,0.0218822,0.03464682,0.02139593,0.21888316,0.20099915,0.18781841,1,1,0
0.01751033,0.01635833,0.0241919,0.00875516,0.02050552,0.02949108,0.02856948,0.01958392,0.02257911,0.03686385,0.04101103,0.01797113,0.00622077,0.01543674,0.0246527,0.01175035,0.26318744,0.20387792,0.19148325,1,1,0
0.02025326,0.02632924,0.02767945,0.02835456,0.0472576,0.04253184,0.0081013,0.03173011,0.02160348,0.02835456,0.02295369,0.01957815,0.01350217,0.03240521,0.03443054,0.02835456,0.21938894,0.17664821,0.17054311,1,1,0
0.03537915,0.02957929,0.0208795,0.03189924,0.03479917,0.02783933,0.00637985,0.03653913,0.01391967,0.02319944,0.01333968,0.02203947,0.03363919,0.0249394,0.03247922,0.0585786,0.21572304,0.17874409,0.16010353,1,1,0
0.01206923,0.01910962,0.01910962,0.02816155,0.03117886,0.04023078,0.0100577,0.04827694,0.01106346,0.0231327,0.02615001,0.02112116,0.02413847,0.0462654,0.02615001,0.05230002,0.21151357,0.17445908,0.17551184,1,1,0
0.0267433,0.02982907,0.02468612,0.03805777,0.0360006,0.03291483,0.0,0.03805777,0.02571471,0.01645742,0.02262895,0.02365754,0.03085766,0.02880048,0.04114354,0.06171531,0.1973963,0.17135723,0.1539814,1,1,0
0.0431519,0.02501559,0.04627885,0.02814254,0.04440268,0.01938708,0.00312695,0.02751715,0.02564098,0.02376481,0.02876793,0.02001247,0.03001871,0.02626637,0.02001247,0.036898,0.20834027,0.17366058,0.16959466,1,1,0
0.03961834,0.02209484,0.03657077,0.02742808,0.03885644,0.02133295,0.00990458,0.02285673,0.02818997,0.02209484,0.01980917,0.02438051,0.01980917,0.02666619,0.02818997,0.04418968,0.21614563,0.16488682,0.18697532,1,1,0
0.03258126,0.01954876,0.02345851,0.03258126,0.03388451,0.010426,0.005213,0.01303251,0.01824551,0.02085201,0.02606501,0.03649101,0.02345851,0.01303251,0.04691702,0.07428528,0.22344173,0.13952018,0.20696542,1,1,0
0.04980869,0.01621678,0.03590859,0.02664186,0.0278002,0.01505844,0.01274176,0.02085015,0.03011688,0.02085015,0.0278002,0.02548352,0.02085015,0.02548352,0.0278002,0.03243357,0.21454377,0.17911315,0.1904984,1,1,0
0.04306585,0.01909524,0.04022188,0.01665755,0.02397062,0.01787639,0.01584498,0.01909524,0.03900304,0.02559574,0.04387842,0.01868896,0.01300101,0.01462614,0.02681459,0.01584498,0.22539306,0.18895231,0.19237399,1,1,0
0.05260375,0.03540637,0.03742959,0.05563859,0.04451087,0.01112772,0.00101161,0.01618577,0.03641798,0.00708127,0.01416255,0.02326704,0.0475457,0.0192206,0.0283251,0.03439476,0.20983531,0.13113635,0.19469905,1,1,0
0.03186067,0.02124044,0.02199903,0.03717078,0.03034349,0.02503338,0.00379294,0.03944654,0.01896468,0.01517175,0.02275762,0.02882632,0.03110208,0.03792937,0.03641219,0.06296275,0.19650193,0.17120137,0.16728268,1,1,0
0.06639739,0.02759372,0.03018063,0.02500681,0.03966597,0.01724608,0.01034765,0.02414451,0.0224199,0.01897068,0.01379686,0.0224199,0.02155759,0.02759372,0.0232822,0.05691205,0.20640684,0.16833434,0.17772315,1,1,0
0.05134549,0.02888184,0.03048638,0.02968411,0.03690457,0.02246365,0.00401137,0.03449775,0.0240682,0.02246365,0.01604546,0.01765001,0.02727729,0.02487047,0.02968411,0.06097277,0.20299232,0.17197075,0.16372982,1,1,0
0.02905994,0.01079369,0.02905994,0.02324795,0.01743596,0.02905994,0.00747255,0.03321135,0.02158738,0.02158738,0.04068391,0.03404164,0.02407823,0.0257388,0.04151419,0.04068391,0.20600174,0.19226508,0.17247642,1,1,0
0.04132821,0.02489651,0.03336133,0.03037374,0.02688823,0.02240686,0.00796688,0.03336133,0.02937788,0.0164317,0.02589237,0.02190893,0.03236546,0.02688823,0.0263903,0.0378427,0.20856247,0.17308358,0.18067328,1,1,0
0.05312526,0.01642054,0.04346613,0.03380699,0.03187516,0.01738645,0.00193183,0.02414785,0.03573881,0.02221602,0.03380699,0.02897742,0.02511376,0.01931828,0.0415343,0.02704559,0.20667693,0.17495677,0.16245494,1,1,0
0.02459735,0.02459735,0.0253208,0.03110841,0.02387389,0.02459735,0.0014469,0.02966151,0.03183186,0.01012832,0.03038496,0.03472567,0.02604425,0.01953319,0.04991814,0.07017478,0.20282929,0.17291324,0.16631276,1,1,0
0.02957454,0.02477867,0.03836697,0.03117316,0.03117316,0.02477867,0.00239794,0.03277179,0.03596903,0.01198968,0.02877523,0.02957454,0.02797592,0.02957454,0.03596903,0.04636009,0.197165,0.18027502,0.16135703,1,1,0
0.03492134,0.02993258,0.01995505,0.02244944,0.0315955,0.03907865,0.01330337,0.03907865,0.0232809,0.0232809,0.0232809,0.01247191,0.01746067,0.03076404,0.02577528,0.04822471,0.20936864,0.17367438,0.1821031,1,1,0
0.02287303,0.02398879,0.02566243,0.03068334,0.03849364,0.02510455,0.00557879,0.03347273,0.02622031,0.02733606,0.03124122,0.02231515,0.01506273,0.02677818,0.04463031,0.03291485,0.21142629,0.17746912,0.17874848,1,1,0
0.03530759,0.02157686,0.03530759,0.03040376,0.03040376,0.01471149,0.00392307,0.02844222,0.03432682,0.01961533,0.03824989,0.02157686,0.02255762,0.02157686,0.03628835,0.03726912,0.2010622,0.19056766,0.17683297,1,1,0
0.02635989,0.02259419,0.03530342,0.03012559,0.03577413,0.02541846,0.0,0.03483271,0.02353561,0.0230649,0.03247915,0.02730131,0.02918416,0.02494775,0.03812769,0.03200843,0.20715187,0.17322373,0.17856699,1,1,0
0.04619773,0.02594667,0.03986928,0.02531383,0.03227513,0.01898537,0.00442992,0.02721236,0.02468098,0.01645399,0.03290797,0.02468098,0.03417367,0.02151675,0.02151675,0.0430335,0.21127063,0.17629613,0.17323836,1,1,0
0.02444294,0.01601434,0.01601434,0.07922884,0.02865724,0.02275722,0.00168572,0.04720016,0.01011432,0.01180004,0.01432862,0.02275722,0.07248596,0.04972874,0.02697152,0.03034296,0.20268164,0.14460289,0.17818529,1,1,0
0.04470736,0.02444934,0.03353052,0.03632473,0.03422907,0.01187539,0.00349276,0.03562618,0.02724355,0.02025802,0.01955947,0.02444934,0.03283197,0.0293392,0.03492762,0.04051604,0.20918501,0.1548265,0.18262795,1,1,0
0.05607381,0.03037331,0.03037331,0.03037331,0.03270972,0.02044358,0.00408872,0.03738254,0.0262846,0.01518666,0.01985947,0.02336409,0.03270972,0.02862101,0.02978921,0.04205536,0.19713626,0.17753859,0.16563673,1,1,0
0.01872968,0.00936484,0.0234121,0.04026881,0.02153913,0.02247562,0.00374594,0.04026881,0.02247562,0.01123781,0.01592023,0.03277694,0.02996749,0.04495123,0.03839584,0.11986995,0.17533164,0.17394473,0.15532361,1,1,0
0.04326836,0.02795802,0.03594602,0.03528036,0.0525877,0.03528036,0.001997,0.03062069,0.01997001,0.01797301,0.02130135,0.02529535,0.02662668,0.03860869,0.02529535,0.03328336,0.20202413,0.17062145,0.15606211,1,1,0
0.03093848,0.01983236,0.04601107,0.03014519,0.04759766,0.03173177,0.00555306,0.0285586,0.03490495,0.02141895,0.02062565,0.02617871,0.0142793,0.04045801,0.03014519,0.03331836,0.20180552,0.1691545,0.16734266,1,1,0
0.05581351,0.01493601,0.04873856,0.03223034,0.02043875,0.01100548,0.00314442,0.02515538,0.04795245,0.01808043,0.03458865,0.02436928,0.02829981,0.01493601,0.03851918,0.04402192,0.18921589,0.18173082,0.16682311,1,1,0
0.03592093,0.0226458,0.0304547,0.03748271,0.03201648,0.02576936,0.00078089,0.04294893,0.02342669,0.02030313,0.0148369,0.02342669,0.03514004,0.03279737,0.03592093,0.06247118,0.19821955,0.16217137,0.16326636,1,1,0
0.05543907,0.03407193,0.03811436,0.02483208,0.05601656,0.03060699,0.00404243,0.03118448,0.02252212,0.02252212,0.01385977,0.02078965,0.01847969,0.03407193,0.0236771,0.02656455,0.20683695,0.16920458,0.16716363,1,1,0
0.014019,0.01462852,0.03169513,0.01767613,0.02438087,0.03657131,0.00426665,0.04998079,0.028038,0.02011422,0.04022844,0.03474274,0.01158091,0.04327605,0.0475427,0.028038,0.19902342,0.17578813,0.17840898,1,1,0
0.03070646,0.02924424,0.03874862,0.03216867,0.03289978,0.02485761,0.00219332,0.03655531,0.03363088,0.01754655,0.02485761,0.02193318,0.03363088,0.0241265,0.03216867,0.04021084,0.2015157,0.17380748,0.16919771,1,1,0
0.04554294,0.01988495,0.02886525,0.04426004,0.0333554,0.02501655,0.00320725,0.0333554,0.0179606,0.01731915,0.0269409,0.02116785,0.04105279,0.03271395,0.0243751,0.04361859,0.2034942,0.17201384,0.16585527,1,1,0
0.02128174,0.02527206,0.03125755,0.01995163,0.03724304,0.04256348,0.00598549,0.04189842,0.02194679,0.01662636,0.02859734,0.02992744,0.01729141,0.04256348,0.03125755,0.03192261,0.20238129,0.17913457,0.17289774,1,1,0
0.05108628,0.02786524,0.02554314,0.04121734,0.03657313,0.02786524,0.0023221,0.03657313,0.01857683,0.01973788,0.01393262,0.02147946,0.03889524,0.02786524,0.03192893,0.0447005,0.20228643,0.15844263,0.17310863,1,1,0
0.02094858,0.01999638,0.03237508,0.03237508,0.0342795,0.02570963,0.00095221,0.03904054,0.02856625,0.01809196,0.02094858,0.03713613,0.02094858,0.03618392,0.05046704,0.04475379,0.20575305,0.17130093,0.16017275,1,1,0
0.02949408,0.02231984,0.03108835,0.02072557,0.02869694,0.02710267,0.00239141,0.04304541,0.0215227,0.02311698,0.01992843,0.03108835,0.02391412,0.02869694,0.04145114,0.06058243,0.19649034,0.17696774,0.17137657,1,1,0
0.02491507,0.02669472,0.03084723,0.01898291,0.03144045,0.03203366,0.01245754,0.03974547,0.02906758,0.02491507,0.02194899,0.01898291,0.01601683,0.03203366,0.0296608,0.03499974,0.21287674,0.17896552,0.18341509,1,1,0
0.04621853,0.02310926,0.03330453,0.03942168,0.038742,0.01971084,0.00203905,0.03126547,0.02378895,0.0169921,0.01903116,0.02718737,0.03330453,0.03194516,0.03262484,0.05029663,0.19923505,0.16609072,0.16569213,1,1,0
0.04695538,0.03344767,0.04438249,0.04245281,0.04373926,0.01865351,0.00064322,0.02765865,0.04245281,0.01608061,0.01736706,0.01350771,0.03344767,0.02251286,0.02765865,0.0527444,0.19261001,0.15597645,0.16770875,1,1,0
0.03366788,0.01346715,0.04414234,0.02169708,0.02618613,0.02618613,0.0029927,0.03067518,0.03366788,0.02244526,0.04114964,0.03217153,0.01870438,0.02394161,0.04114964,0.02843066,0.20071714,0.1853442,0.17326348,1,1,0
0.05335827,0.02910451,0.04088491,0.02841154,0.03880601,0.01940301,0.00415779,0.03049044,0.02356079,0.01940301,0.02078893,0.02494672,0.03603415,0.02494672,0.02286783,0.03049044,0.20987437,0.17499396,0.1674766,1,1,0
0.03196531,0.03374116,0.03018945,0.01864643,0.03995663,0.04084456,0.0035517,0.04883588,0.0213102,0.01864643,0.01864643,0.02308605,0.02042228,0.04084456,0.02930153,0.04617211,0.19685036,0.1721058,0.16488314,1,1,0
0.05864968,0.02052739,0.03812229,0.03445669,0.03592293,0.02565923,0.00439873,0.02419299,0.03005796,0.01832802,0.03005796,0.02126051,0.02712548,0.02565923,0.02712548,0.03445669,0.19542243,0.17266769,0.17590864,1,1,0
0.0408081,0.03468688,0.0292458,0.03808756,0.03944783,0.01428283,0.00272054,0.03672729,0.02448486,0.0156431,0.01768351,0.02380472,0.03876769,0.02788553,0.03196634,0.03536702,0.21478132,0.14914093,0.18446812,1,1,0
0.02547771,0.01725909,0.02629957,0.0493117,0.02629957,0.01397165,0.0,0.04109308,0.03040888,0.01479351,0.02054654,0.02383399,0.03616191,0.03616191,0.04191494,0.08465174,0.18552042,0.16737055,0.15892325,1,1,0
0.02153138,0.02375876,0.03786553,0.02672861,0.04009291,0.02524369,0.00445477,0.02747107,0.02598615,0.019304,0.03341076,0.03118338,0.02227384,0.02895599,0.03415322,0.03341076,0.21212804,0.16902833,0.18301879,1,1,0
0.05832126,0.02685848,0.03376494,0.04757787,0.03299756,0.01458032,0.00230216,0.03299756,0.03376494,0.00920862,0.01304555,0.01995201,0.04143879,0.03299756,0.02685848,0.05985603,0.19307924,0.1558599,0.16453876,1,1,0
0.0418795,0.02582569,0.03420159,0.03978552,0.03071163,0.01186586,0.00209397,0.03001364,0.02303372,0.01465782,0.01256385,0.03420159,0.04606745,0.02233573,0.03489958,0.04746343,0.21274278,0.16320885,0.17244777,1,1,0
0.03685341,0.0299434,0.03915675,0.02188172,0.04837011,0.02879173,0.00460668,0.02533672,0.02879173,0.02188172,0.04030842,0.01842671,0.01382003,0.02648839,0.02533672,0.02418505,0.20199004,0.18389414,0.17993653,1,1,0
0.07975351,0.01888899,0.03672859,0.02938287,0.02518532,0.01049388,0.00419755,0.02728409,0.02518532,0.02203715,0.03462981,0.0178396,0.03462981,0.01679021,0.02308654,0.04722247,0.19833564,0.17807868,0.17024997,1,1,0
0.03321083,0.02049179,0.03250421,0.02755792,0.02897115,0.02402485,0.00989259,0.02967776,0.02543808,0.02473147,0.02402485,0.02049179,0.02614469,0.02331824,0.02826453,0.04592987,0.21040892,0.18499008,0.1799264,1,1,0
0.07170973,0.02514497,0.03259533,0.02328238,0.03538922,0.01769461,0.00931295,0.02141979,0.02980145,0.02421368,0.03259533,0.0195572,0.01676331,0.01676331,0.03073274,0.02421368,0.21325453,0.19244625,0.16310954,1,1,0
0.02295203,0.02950975,0.02904135,0.01545749,0.03044657,0.0426252,0.0159259,0.03232021,0.02950975,0.02763612,0.0370043,0.01264704,0.01452067,0.0215468,0.02435726,0.00843136,0.21811173,0.19278884,0.19516763,1,1,0
0.09186308,0.02375769,0.01425462,0.05701846,0.02375769,0.01108692,0.00475154,0.02850923,0.01900615,0.00633538,0.00791923,0.02375769,0.05226692,0.02692538,0.03009308,0.05701846,0.19697218,0.14875977,0.17594651,1,1,0
0.05050163,0.02601599,0.03978917,0.01887435,0.02703623,0.01836423,0.0117327,0.02244517,0.03672846,0.0117327,0.03519811,0.02754635,0.02142494,0.02346541,0.02397552,0.02703623,0.21196147,0.18447832,0.18169303,1,1,0
0.05049638,0.02278495,0.0326379,0.038796,0.02894305,0.01108457,0.00554229,0.02832724,0.02032171,0.01785848,0.01354781,0.02771143,0.04495409,0.02155333,0.02832724,0.05542286,0.21729395,0.1716474,0.16274932,1,1,0
0.0265418,0.02848388,0.0381943,0.02201027,0.03172069,0.02395236,0.00453153,0.03560485,0.03172069,0.01942083,0.03366277,0.02589444,0.02459972,0.02395236,0.03431013,0.02524708,0.21481351,0.17608076,0.17925805,1,1,0
